N,N_UNIQUE,DURATION_NS,DURATION_OVER_N_LOGN,ALGORITHM_TYPE,ALGORITHM_NAME
4466,101,6438016,171,SORTING ALGORITHM,MERGE SORT
4466,998,6254196,166,SORTING ALGORITHM,MERGE SORT
4466,3597,6269931,167,SORTING ALGORITHM,MERGE SORT
4466,4377,6147861,163,SORTING ALGORITHM,MERGE SORT
4466,4458,6167888,164,SORTING ALGORITHM,MERGE SORT
4466,4465,6305217,167,SORTING ALGORITHM,MERGE SORT
4466,4466,6180286,164,SORTING ALGORITHM,MERGE SORT
5011,11,10235071,239,SORTING ALGORITHM,MERGE SORT
5011,101,7319211,171,SORTING ALGORITHM,MERGE SORT
5011,993,6980180,163,SORTING ALGORITHM,MERGE SORT
5011,3928,7031917,164,SORTING ALGORITHM,MERGE SORT
5011,4909,6896018,161,SORTING ALGORITHM,MERGE SORT
5011,4996,6887912,161,SORTING ALGORITHM,MERGE SORT
5011,5011,6866216,160,SORTING ALGORITHM,MERGE SORT
5011,5011,6963014,163,SORTING ALGORITHM,MERGE SORT
5623,11,12074947,248,SORTING ALGORITHM,MERGE SORT
5623,101,8276939,170,SORTING ALGORITHM,MERGE SORT
5623,999,8037090,165,SORTING ALGORITHM,MERGE SORT
5623,4294,7638931,157,SORTING ALGORITHM,MERGE SORT
5623,5482,8074998,166,SORTING ALGORITHM,MERGE SORT
5623,5606,7666349,157,SORTING ALGORITHM,MERGE SORT
5623,5620,7599115,156,SORTING ALGORITHM,MERGE SORT
5623,5622,7660150,157,SORTING ALGORITHM,MERGE SORT
6309,11,13458967,243,SORTING ALGORITHM,MERGE SORT
6309,101,9167909,166,SORTING ALGORITHM,MERGE SORT
6309,1001,8976221,162,SORTING ALGORITHM,MERGE SORT
6309,4674,8661985,156,SORTING ALGORITHM,MERGE SORT
6309,6070,8774042,158,SORTING ALGORITHM,MERGE SORT
6309,6290,8661985,156,SORTING ALGORITHM,MERGE SORT
6309,6307,8480072,153,SORTING ALGORITHM,MERGE SORT
6309,6309,8781194,159,SORTING ALGORITHM,MERGE SORT
7079,11,16406774,261,SORTING ALGORITHM,MERGE SORT
7079,101,10576009,168,SORTING ALGORITHM,MERGE SORT
7079,1000,10121107,161,SORTING ALGORITHM,MERGE SORT
7079,5059,9924173,158,SORTING ALGORITHM,MERGE SORT
7079,6846,10029077,159,SORTING ALGORITHM,MERGE SORT
7079,7056,10056018,160,SORTING ALGORITHM,MERGE SORT
7079,7075,9879827,157,SORTING ALGORITHM,MERGE SORT
7079,7078,9911775,157,SORTING ALGORITHM,MERGE SORT
7943,11,18576860,260,SORTING ALGORITHM,MERGE SORT
7943,101,12027978,168,SORTING ALGORITHM,MERGE SORT
7943,1001,11617183,162,SORTING ALGORITHM,MERGE SORT
7943,5487,11540889,161,SORTING ALGORITHM,MERGE SORT
7943,7642,11841058,166,SORTING ALGORITHM,MERGE SORT
7943,7914,11379003,159,SORTING ALGORITHM,MERGE SORT
7943,7941,11581897,162,SORTING ALGORITHM,MERGE SORT
7943,7943,11481761,160,SORTING ALGORITHM,MERGE SORT
8912,11,22036790,271,SORTING ALGORITHM,MERGE SORT
8912,101,13682126,168,SORTING ALGORITHM,MERGE SORT
8912,1001,13244867,163,SORTING ALGORITHM,MERGE SORT
8912,5877,12933254,159,SORTING ALGORITHM,MERGE SORT
8912,8549,12872934,158,SORTING ALGORITHM,MERGE SORT
8912,8856,12967109,159,SORTING ALGORITHM,MERGE SORT
8912,8910,12937068,159,SORTING ALGORITHM,MERGE SORT
8912,8912,12925863,159,SORTING ALGORITHM,MERGE SORT
10000,11,27320861,296,SORTING ALGORITHM,MERGE SORT
10000,101,15345096,166,SORTING ALGORITHM,MERGE SORT
10000,1001,14906883,161,SORTING ALGORITHM,MERGE SORT
10000,6313,14482021,157,SORTING ALGORITHM,MERGE SORT
10000,9518,14401197,156,SORTING ALGORITHM,MERGE SORT
10000,9959,14209032,154,SORTING ALGORITHM,MERGE SORT
10000,9994,14568805,158,SORTING ALGORITHM,MERGE SORT
10000,9999,14281034,155,SORTING ALGORITHM,MERGE SORT
11220,11,31390905,300,SORTING ALGORITHM,MERGE SORT
11220,101,16891002,161,SORTING ALGORITHM,MERGE SORT
11220,1001,16670227,159,SORTING ALGORITHM,MERGE SORT
11220,6695,16139030,154,SORTING ALGORITHM,MERGE SORT
11220,10606,16041040,153,SORTING ALGORITHM,MERGE SORT
11220,11142,16070365,153,SORTING ALGORITHM,MERGE SORT
11220,11217,15733003,150,SORTING ALGORITHM,MERGE SORT
11220,11219,16186952,154,SORTING ALGORITHM,MERGE SORT
12589,11,36606788,308,SORTING ALGORITHM,MERGE SORT
12589,101,19304990,162,SORTING ALGORITHM,MERGE SORT
12589,1001,18591165,156,SORTING ALGORITHM,MERGE SORT
12589,7110,18252134,153,SORTING ALGORITHM,MERGE SORT
12589,11838,17777204,149,SORTING ALGORITHM,MERGE SORT
12589,12502,18546104,156,SORTING ALGORITHM,MERGE SORT
12589,12585,18107891,152,SORTING ALGORITHM,MERGE SORT
12589,12589,18103837,152,SORTING ALGORITHM,MERGE SORT
14125,11,43339014,321,SORTING ALGORITHM,MERGE SORT
14125,101,22274255,165,SORTING ALGORITHM,MERGE SORT
14125,1001,21315097,157,SORTING ALGORITHM,MERGE SORT
14125,7559,20947217,155,SORTING ALGORITHM,MERGE SORT
14125,13183,20895957,154,SORTING ALGORITHM,MERGE SORT
14125,14009,20925283,155,SORTING ALGORITHM,MERGE SORT
14125,14115,20712852,153,SORTING ALGORITHM,MERGE SORT
14125,14125,20493030,151,SORTING ALGORITHM,MERGE SORT
15848,11,51730155,337,SORTING ALGORITHM,MERGE SORT
15848,101,25475740,166,SORTING ALGORITHM,MERGE SORT
15848,1001,24778127,161,SORTING ALGORITHM,MERGE SORT
15848,7980,23367881,152,SORTING ALGORITHM,MERGE SORT
15848,14668,23807048,155,SORTING ALGORITHM,MERGE SORT
15848,15743,25508880,166,SORTING ALGORITHM,MERGE SORT
15848,15832,23743152,154,SORTING ALGORITHM,MERGE SORT
15848,15847,24296998,158,SORTING ALGORITHM,MERGE SORT
17782,11,59833049,343,SORTING ALGORITHM,MERGE SORT
17782,101,29323816,168,SORTING ALGORITHM,MERGE SORT
17782,1001,27194023,156,SORTING ALGORITHM,MERGE SORT
17782,8316,26480197,152,SORTING ALGORITHM,MERGE SORT
17782,16287,26477813,152,SORTING ALGORITHM,MERGE SORT
17782,17596,26426076,151,SORTING ALGORITHM,MERGE SORT
17782,17769,26249885,150,SORTING ALGORITHM,MERGE SORT
17782,17780,26247739,150,SORTING ALGORITHM,MERGE SORT
19952,11,72453260,366,SORTING ALGORITHM,MERGE SORT
19952,101,31103849,157,SORTING ALGORITHM,MERGE SORT
19952,1001,30205011,152,SORTING ALGORITHM,MERGE SORT
19952,8603,30560970,154,SORTING ALGORITHM,MERGE SORT
19952,18111,30264139,153,SORTING ALGORITHM,MERGE SORT
19952,19739,29896974,151,SORTING ALGORITHM,MERGE SORT
19952,19931,29875993,151,SORTING ALGORITHM,MERGE SORT
19952,19952,30061006,152,SORTING ALGORITHM,MERGE SORT
22387,11,89910030,400,SORTING ALGORITHM,MERGE SORT
22387,101,36115169,161,SORTING ALGORITHM,MERGE SORT
22387,1001,34548044,154,SORTING ALGORITHM,MERGE SORT
22387,8946,34046888,151,SORTING ALGORITHM,MERGE SORT
22387,20092,33887147,151,SORTING ALGORITHM,MERGE SORT
22387,22115,33518791,149,SORTING ALGORITHM,MERGE SORT
22387,22361,32661914,145,SORTING ALGORITHM,MERGE SORT
22387,22384,32691955,145,SORTING ALGORITHM,MERGE SORT
25118,11,106601953,418,SORTING ALGORITHM,MERGE SORT
25118,101,40655136,159,SORTING ALGORITHM,MERGE SORT
25118,1001,38818120,152,SORTING ALGORITHM,MERGE SORT
25118,9182,38229942,150,SORTING ALGORITHM,MERGE SORT
25118,22250,37755250,148,SORTING ALGORITHM,MERGE SORT
25118,24814,37607908,147,SORTING ALGORITHM,MERGE SORT
25118,25087,37711143,148,SORTING ALGORITHM,MERGE SORT
25118,25113,38041114,149,SORTING ALGORITHM,MERGE SORT
28183,11,127553939,441,SORTING ALGORITHM,MERGE SORT
28183,101,46654939,161,SORTING ALGORITHM,MERGE SORT
28183,1001,44231891,153,SORTING ALGORITHM,MERGE SORT
28183,9414,43658018,151,SORTING ALGORITHM,MERGE SORT
28183,24590,43276071,149,SORTING ALGORITHM,MERGE SORT
28183,27782,43442964,150,SORTING ALGORITHM,MERGE SORT
28183,28144,43289184,149,SORTING ALGORITHM,MERGE SORT
28183,28179,43461084,150,SORTING ALGORITHM,MERGE SORT
31622,11,148193597,452,SORTING ALGORITHM,MERGE SORT
31622,101,53097009,162,SORTING ALGORITHM,MERGE SORT
31622,1001,51116943,156,SORTING ALGORITHM,MERGE SORT
31622,9569,50164937,153,SORTING ALGORITHM,MERGE SORT
31622,27138,50294876,153,SORTING ALGORITHM,MERGE SORT
31622,31128,49917936,152,SORTING ALGORITHM,MERGE SORT
31622,31578,49619913,151,SORTING ALGORITHM,MERGE SORT
31622,31615,49964904,152,SORTING ALGORITHM,MERGE SORT
35481,11,185190200,498,SORTING ALGORITHM,MERGE SORT
35481,101,60412168,162,SORTING ALGORITHM,MERGE SORT
35481,1001,57713031,155,SORTING ALGORITHM,MERGE SORT
35481,9730,56517124,152,SORTING ALGORITHM,MERGE SORT
35481,29954,56216716,151,SORTING ALGORITHM,MERGE SORT
35481,34783,56019306,150,SORTING ALGORITHM,MERGE SORT
35481,35404,56346893,151,SORTING ALGORITHM,MERGE SORT
35481,35473,55834054,150,SORTING ALGORITHM,MERGE SORT
39810,11,229073047,543,SORTING ALGORITHM,MERGE SORT
39810,101,68028926,161,SORTING ALGORITHM,MERGE SORT
39810,1001,64568996,153,SORTING ALGORITHM,MERGE SORT
39810,9811,62905073,149,SORTING ALGORITHM,MERGE SORT
39810,32876,62757253,148,SORTING ALGORITHM,MERGE SORT
39810,39039,62395095,147,SORTING ALGORITHM,MERGE SORT
39810,39735,62206983,147,SORTING ALGORITHM,MERGE SORT
39810,39799,62616109,148,SORTING ALGORITHM,MERGE SORT
44668,11,291425943,609,SORTING ALGORITHM,MERGE SORT
44668,101,76122045,159,SORTING ALGORITHM,MERGE SORT
44668,1001,71361064,149,SORTING ALGORITHM,MERGE SORT
44668,9876,70665121,147,SORTING ALGORITHM,MERGE SORT
44668,35973,69948911,146,SORTING ALGORITHM,MERGE SORT
44668,43672,69419860,145,SORTING ALGORITHM,MERGE SORT
44668,44577,69185018,144,SORTING ALGORITHM,MERGE SORT
44668,44657,69121122,144,SORTING ALGORITHM,MERGE SORT
50118,11,329318284,607,SORTING ALGORITHM,MERGE SORT
50118,101,86833238,160,SORTING ALGORITHM,MERGE SORT
50118,1001,80470800,148,SORTING ALGORITHM,MERGE SORT
50118,9930,79680919,146,SORTING ALGORITHM,MERGE SORT
50118,39308,79084873,145,SORTING ALGORITHM,MERGE SORT
50118,48863,77964067,143,SORTING ALGORITHM,MERGE SORT
50118,49995,77338695,142,SORTING ALGORITHM,MERGE SORT
50118,50106,77661991,143,SORTING ALGORITHM,MERGE SORT
56234,11,421885967,685,SORTING ALGORITHM,MERGE SORT
56234,101,97829818,159,SORTING ALGORITHM,MERGE SORT
56234,1001,92205047,149,SORTING ALGORITHM,MERGE SORT
56234,9958,90929269,147,SORTING ALGORITHM,MERGE SORT
56234,43057,89313030,145,SORTING ALGORITHM,MERGE SORT
56234,54724,89197635,145,SORTING ALGORITHM,MERGE SORT
56234,56079,89410066,145,SORTING ALGORITHM,MERGE SORT
56234,56213,90310811,146,SORTING ALGORITHM,MERGE SORT
63095,11,488151788,700,SORTING ALGORITHM,MERGE SORT
63095,101,112117052,160,SORTING ALGORITHM,MERGE SORT
63095,1001,105841875,151,SORTING ALGORITHM,MERGE SORT
63095,9977,103836774,148,SORTING ALGORITHM,MERGE SORT
63095,46944,103248119,148,SORTING ALGORITHM,MERGE SORT
63095,61092,102479219,146,SORTING ALGORITHM,MERGE SORT
63095,62889,102100133,146,SORTING ALGORITHM,MERGE SORT
63095,63071,102379083,146,SORTING ALGORITHM,MERGE SORT
70794,11,614292860,777,SORTING ALGORITHM,MERGE SORT
70794,101,126607179,160,SORTING ALGORITHM,MERGE SORT
70794,1001,118632078,150,SORTING ALGORITHM,MERGE SORT
70794,9992,117197036,148,SORTING ALGORITHM,MERGE SORT
70794,50656,115975856,146,SORTING ALGORITHM,MERGE SORT
70794,68321,115450143,146,SORTING ALGORITHM,MERGE SORT
70794,70556,115978956,146,SORTING ALGORITHM,MERGE SORT
70794,70769,115370035,145,SORTING ALGORITHM,MERGE SORT
79432,11,747999191,834,SORTING ALGORITHM,MERGE SORT
79432,101,141947746,158,SORTING ALGORITHM,MERGE SORT
79432,1001,132316827,147,SORTING ALGORITHM,MERGE SORT
79432,9999,130832910,145,SORTING ALGORITHM,MERGE SORT
79432,54778,129519224,144,SORTING ALGORITHM,MERGE SORT
79432,76460,129778861,144,SORTING ALGORITHM,MERGE SORT
79432,79099,128213167,143,SORTING ALGORITHM,MERGE SORT
79432,79410,128446102,143,SORTING ALGORITHM,MERGE SORT
89125,11,928671121,914,SORTING ALGORITHM,MERGE SORT
89125,101,159550905,157,SORTING ALGORITHM,MERGE SORT
89125,1001,148503065,146,SORTING ALGORITHM,MERGE SORT
89125,10000,146160125,143,SORTING ALGORITHM,MERGE SORT
89125,59053,144587993,142,SORTING ALGORITHM,MERGE SORT
89125,85209,143744707,141,SORTING ALGORITHM,MERGE SORT
89125,88733,143146991,140,SORTING ALGORITHM,MERGE SORT
89125,89087,142439126,140,SORTING ALGORITHM,MERGE SORT
100000,11,1219111204,1058,SORTING ALGORITHM,MERGE SORT
100000,101,180254936,156,SORTING ALGORITHM,MERGE SORT
100000,1001,165253162,143,SORTING ALGORITHM,MERGE SORT
100000,9999,163772106,142,SORTING ALGORITHM,MERGE SORT
100000,63226,165178060,143,SORTING ALGORITHM,MERGE SORT
100000,95133,160624027,139,SORTING ALGORITHM,MERGE SORT
100000,99470,161385297,140,SORTING ALGORITHM,MERGE SORT
100000,99946,160656929,139,SORTING ALGORITHM,MERGE SORT
112201,11,1467985153,1125,SORTING ALGORITHM,MERGE SORT
112201,101,212307214,162,SORTING ALGORITHM,MERGE SORT
112201,1001,191040039,146,SORTING ALGORITHM,MERGE SORT
112201,10001,190078973,145,SORTING ALGORITHM,MERGE SORT
112201,67288,186573743,143,SORTING ALGORITHM,MERGE SORT
112201,106121,184770107,141,SORTING ALGORITHM,MERGE SORT
112201,111542,184338331,141,SORTING ALGORITHM,MERGE SORT
112201,112131,185384035,142,SORTING ALGORITHM,MERGE SORT
125892,11,1762006044,1191,SORTING ALGORITHM,MERGE SORT
125892,101,239840030,162,SORTING ALGORITHM,MERGE SORT
125892,1001,218480825,147,SORTING ALGORITHM,MERGE SORT
125892,10001,214993953,145,SORTING ALGORITHM,MERGE SORT
125892,71565,211321115,142,SORTING ALGORITHM,MERGE SORT
125892,118280,211667776,143,SORTING ALGORITHM,MERGE SORT
125892,125057,209439039,141,SORTING ALGORITHM,MERGE SORT
125892,125810,209419965,141,SORTING ALGORITHM,MERGE SORT
141253,11,2218801975,1324,SORTING ALGORITHM,MERGE SORT
141253,101,274678945,163,SORTING ALGORITHM,MERGE SORT
141253,1001,244605779,146,SORTING ALGORITHM,MERGE SORT
141253,10001,240447998,143,SORTING ALGORITHM,MERGE SORT
141253,75562,242392063,144,SORTING ALGORITHM,MERGE SORT
141253,131778,236882209,141,SORTING ALGORITHM,MERGE SORT
141253,140251,237885951,142,SORTING ALGORITHM,MERGE SORT
141253,141156,237720012,141,SORTING ALGORITHM,MERGE SORT
158489,11,2776893854,1463,SORTING ALGORITHM,MERGE SORT
158489,101,311144828,163,SORTING ALGORITHM,MERGE SORT
158489,1001,271079778,142,SORTING ALGORITHM,MERGE SORT
158489,10001,270532846,142,SORTING ALGORITHM,MERGE SORT
158489,79593,266273975,140,SORTING ALGORITHM,MERGE SORT
158489,146648,264675140,139,SORTING ALGORITHM,MERGE SORT
158489,157265,263501882,138,SORTING ALGORITHM,MERGE SORT
158489,158369,265999078,140,SORTING ALGORITHM,MERGE SORT
177827,11,3386008024,1575,SORTING ALGORITHM,MERGE SORT
177827,101,347604274,161,SORTING ALGORITHM,MERGE SORT
177827,1001,304514884,141,SORTING ALGORITHM,MERGE SORT
177827,10001,301271915,140,SORTING ALGORITHM,MERGE SORT
177827,83251,299672126,139,SORTING ALGORITHM,MERGE SORT
177827,162924,294903993,137,SORTING ALGORITHM,MERGE SORT
177827,176246,294344902,136,SORTING ALGORITHM,MERGE SORT
177827,177669,294814348,137,SORTING ALGORITHM,MERGE SORT
199526,11,4387902021,1802,SORTING ALGORITHM,MERGE SORT
199526,101,392826318,161,SORTING ALGORITHM,MERGE SORT
199526,1001,343214273,140,SORTING ALGORITHM,MERGE SORT
199526,10001,336297988,138,SORTING ALGORITHM,MERGE SORT
199526,86491,334617137,137,SORTING ALGORITHM,MERGE SORT
199526,180853,328448057,134,SORTING ALGORITHM,MERGE SORT
199526,197439,330946922,135,SORTING ALGORITHM,MERGE SORT
199526,199328,330943822,135,SORTING ALGORITHM,MERGE SORT
223872,11,5375936985,1949,SORTING ALGORITHM,MERGE SORT
223872,101,458338022,166,SORTING ALGORITHM,MERGE SORT
223872,1001,389621019,141,SORTING ALGORITHM,MERGE SORT
223872,10001,388808965,140,SORTING ALGORITHM,MERGE SORT
223872,89347,381951093,138,SORTING ALGORITHM,MERGE SORT
223872,200432,384382963,139,SORTING ALGORITHM,MERGE SORT
223872,221304,380338907,137,SORTING ALGORITHM,MERGE SORT
223872,223624,377733945,136,SORTING ALGORITHM,MERGE SORT
251188,11,6583268880,2107,SORTING ALGORITHM,MERGE SORT
251188,101,535393953,171,SORTING ALGORITHM,MERGE SORT
251188,1001,446673154,143,SORTING ALGORITHM,MERGE SORT
251188,10001,444243192,142,SORTING ALGORITHM,MERGE SORT
251188,91986,436796903,139,SORTING ALGORITHM,MERGE SORT
251188,222176,435222148,139,SORTING ALGORITHM,MERGE SORT
251188,248028,439137935,140,SORTING ALGORITHM,MERGE SORT
251188,250878,437478780,140,SORTING ALGORITHM,MERGE SORT
281838,11,8275555133,2339,SORTING ALGORITHM,MERGE SORT
281838,101,606038093,171,SORTING ALGORITHM,MERGE SORT
281838,1001,505372047,142,SORTING ALGORITHM,MERGE SORT
281838,10001,499502182,141,SORTING ALGORITHM,MERGE SORT
281838,94031,490242004,138,SORTING ALGORITHM,MERGE SORT
281838,245481,484397172,136,SORTING ALGORITHM,MERGE SORT
281838,277964,484822034,137,SORTING ALGORITHM,MERGE SORT
281838,281444,484122037,136,SORTING ALGORITHM,MERGE SORT
316227,11,10490853786,2619,SORTING ALGORITHM,MERGE SORT
316227,101,687125921,171,SORTING ALGORITHM,MERGE SORT
316227,1001,560972929,140,SORTING ALGORITHM,MERGE SORT
316227,10001,553050041,138,SORTING ALGORITHM,MERGE SORT
316227,95794,547702074,136,SORTING ALGORITHM,MERGE SORT
316227,271174,542322158,135,SORTING ALGORITHM,MERGE SORT
316227,311355,540046930,134,SORTING ALGORITHM,MERGE SORT
316227,315709,542103052,135,SORTING ALGORITHM,MERGE SORT
354813,11,12882701158,2841,SORTING ALGORITHM,MERGE SORT
354813,101,776847124,171,SORTING ALGORITHM,MERGE SORT
354813,1001,626056909,138,SORTING ALGORITHM,MERGE SORT
354813,10001,615049123,135,SORTING ALGORITHM,MERGE SORT
354813,97189,608868837,134,SORTING ALGORITHM,MERGE SORT
354813,298533,606673955,133,SORTING ALGORITHM,MERGE SORT
354813,348579,600834131,132,SORTING ALGORITHM,MERGE SORT
354813,354232,600879907,132,SORTING ALGORITHM,MERGE SORT
398107,11,15968540906,3110,SORTING ALGORITHM,MERGE SORT
398107,101,896383047,174,SORTING ALGORITHM,MERGE SORT
398107,1001,698541164,136,SORTING ALGORITHM,MERGE SORT
398107,10001,690927982,134,SORTING ALGORITHM,MERGE SORT
398107,98086,683997869,133,SORTING ALGORITHM,MERGE SORT
398107,328339,678539037,132,SORTING ALGORITHM,MERGE SORT
398107,390302,675520896,131,SORTING ALGORITHM,MERGE SORT
398107,397328,674199104,131,SORTING ALGORITHM,MERGE SORT
446683,11,19894222736,3423,SORTING ALGORITHM,MERGE SORT
446683,101,1056885004,181,SORTING ALGORITHM,MERGE SORT
446683,1001,800059795,137,SORTING ALGORITHM,MERGE SORT
446683,10001,791019916,136,SORTING ALGORITHM,MERGE SORT
446683,98883,782540798,134,SORTING ALGORITHM,MERGE SORT
446683,360701,775044918,133,SORTING ALGORITHM,MERGE SORT
446683,436915,772563934,132,SORTING ALGORITHM,MERGE SORT
446683,445706,774615049,133,SORTING ALGORITHM,MERGE SORT
501187,11,25622264146,3895,SORTING ALGORITHM,MERGE SORT
501187,101,1217779874,185,SORTING ALGORITHM,MERGE SORT
501187,1001,917092800,139,SORTING ALGORITHM,MERGE SORT
501187,10001,910732030,138,SORTING ALGORITHM,MERGE SORT
501187,99311,902136087,137,SORTING ALGORITHM,MERGE SORT
501187,394488,887553930,134,SORTING ALGORITHM,MERGE SORT
501187,488842,884245157,134,SORTING ALGORITHM,MERGE SORT
501187,499969,884156942,134,SORTING ALGORITHM,MERGE SORT
562341,11,31601439952,4244,SORTING ALGORITHM,MERGE SORT
562341,101,1403408765,188,SORTING ALGORITHM,MERGE SORT
562341,1001,1036238908,139,SORTING ALGORITHM,MERGE SORT
562341,10001,1022129774,137,SORTING ALGORITHM,MERGE SORT
562341,99624,1015582084,136,SORTING ALGORITHM,MERGE SORT
562341,430148,1003207921,134,SORTING ALGORITHM,MERGE SORT
562341,546697,1000849008,134,SORTING ALGORITHM,MERGE SORT
562341,560729,1000904321,134,SORTING ALGORITHM,MERGE SORT
630957,11,40616134166,4820,SORTING ALGORITHM,MERGE SORT
630957,101,1646809101,195,SORTING ALGORITHM,MERGE SORT
630957,1001,1158532857,137,SORTING ALGORITHM,MERGE SORT
630957,10001,1149171829,136,SORTING ALGORITHM,MERGE SORT
630957,99808,1138853311,135,SORTING ALGORITHM,MERGE SORT
630957,468338,1122375011,133,SORTING ALGORITHM,MERGE SORT
630957,611449,1117362976,132,SORTING ALGORITHM,MERGE SORT
630957,628989,1114710092,132,SORTING ALGORITHM,MERGE SORT
707945,11,49449187755,5185,SORTING ALGORITHM,MERGE SORT
707945,101,1872586965,196,SORTING ALGORITHM,MERGE SORT
707945,1001,1292564153,135,SORTING ALGORITHM,MERGE SORT
707945,10001,1281278133,134,SORTING ALGORITHM,MERGE SORT
707945,99907,1266264915,132,SORTING ALGORITHM,MERGE SORT
707945,507289,1248785734,130,SORTING ALGORITHM,MERGE SORT
707945,683366,1244590044,130,SORTING ALGORITHM,MERGE SORT
707945,705435,1243223190,130,SORTING ALGORITHM,MERGE SORT
794328,11,65367553949,6057,SORTING ALGORITHM,MERGE SORT
794328,101,2235249757,207,SORTING ALGORITHM,MERGE SORT
794328,1001,1447844028,134,SORTING ALGORITHM,MERGE SORT
794328,10001,1431767940,132,SORTING ALGORITHM,MERGE SORT
794328,99965,1419538974,131,SORTING ALGORITHM,MERGE SORT
794328,548162,1401272058,129,SORTING ALGORITHM,MERGE SORT
794328,763799,1398586988,129,SORTING ALGORITHM,MERGE SORT
794328,791113,1392686128,129,SORTING ALGORITHM,MERGE SORT
891250,11,79191128015,6485,SORTING ALGORITHM,MERGE SORT
891250,101,2627051115,215,SORTING ALGORITHM,MERGE SORT
891250,1001,1662872076,136,SORTING ALGORITHM,MERGE SORT
891250,10001,1641793012,134,SORTING ALGORITHM,MERGE SORT
891250,99990,1630270957,133,SORTING ALGORITHM,MERGE SORT
891250,589894,1607714891,131,SORTING ALGORITHM,MERGE SORT
891250,852435,1602977991,131,SORTING ALGORITHM,MERGE SORT
891250,887434,1597266912,130,SORTING ALGORITHM,MERGE SORT
